"Genus","Species","phase","year","doy","photo","lat","elev","ID","false.spring","solr","windsp","aprecip","tmean","tmin","tmax","dewpt","gdd","chill","chill.day","frost","spp","tdiff"
"Aesculus","flava","Ripe fruits",2016,274,11.52,42.3023320588235,17.2058823529412,85751,0,127.246527777778,1.71354166666667,498.602,14.2,12.92,15.51,11.26,3574.73,787,0,51,2,2.59
"Aesculus","flava","Ripe fruits",2016,274,11.52,42.3026795945946,16.6891891891892,85755,0,127.246527777778,1.71354166666667,498.602,14.2,12.92,15.51,11.26,3574.73,787,0,51,2,2.59
"Aesculus","flava","Ripe fruits",2016,274,11.52,42.3025272650602,16.9156626506024,85756,0,127.246527777778,1.71354166666667,498.602,14.2,12.92,15.51,11.26,3574.73,787,0,51,2,2.59
"Aesculus","flava","Ripe fruits",2016,274,11.52,42.3026349555556,16.7555555555556,85758,0,127.246527777778,1.71354166666667,498.602,14.2,12.92,15.51,11.26,3574.73,787,0,51,2,2.59
"Aesculus","flava","budburst",2016,105,13.44,42.3023320588235,17.2058823529412,85751,0,210.8671875,3.87916666666667,278.638,9.33,6.21,12.68,-2.52,371.89,748,0,51,2,6.47
"Aesculus","flava","budburst",2016,111,13.44,42.3026795945946,16.6891891891892,85755,0,226.763888888889,3.87916666666667,278.638,9.33,6.21,12.68,-2.52,371.89,748,0,51,2,6.47
"Aesculus","flava","budburst",2016,111,13.44,42.3025272650602,16.9156626506024,85756,0,226.763888888889,3.87916666666667,278.638,9.33,6.21,12.68,-2.52,371.89,748,0,51,2,6.47
"Aesculus","flava","budburst",2016,111,13.44,42.3026349555556,16.7555555555556,85758,0,226.763888888889,3.87916666666667,278.638,9.33,6.21,12.68,-2.52,371.89,748,0,51,2,6.47
"Aesculus","flava","budburst",2018,117,13.722438092002,42.3026795945946,16.6891891891892,85755,0,165.502003205128,5.35208333333333,406.4,12.27,4.48,20.29,1.15,263.95,1036,1,48,2,15.81
"Aesculus","flava","budburst",2018,117,13.722438092002,42.3025272650602,16.9156626506024,85756,0,165.502003205128,5.35208333333333,406.4,12.27,4.48,20.29,1.15,263.95,1036,1,48,2,15.81
"Aesculus","flava","budburst",2018,117,13.722438092002,42.3026349555556,16.7555555555556,85758,0,165.502003205128,3.20520833333333,406.4,12.27,4.48,20.29,1.15,263.95,1036,1,48,2,15.81
"Aesculus","flava","Colored leaves",2015,255,12.3838888888889,42.3026795945946,16.6891891891892,85755,0,203.872106481481,2.33645833333333,454.406,18.5,13.69,24.66,16.36,3015.82,633,0,76,2,10.97
"Aesculus","flava","Colored leaves",2015,255,12.3838888888889,42.3025272650602,16.9156626506024,85756,0,203.872106481481,2.33645833333333,454.406,18.5,13.69,24.66,16.36,3015.82,633,0,76,2,10.97
"Aesculus","flava","Colored leaves",2015,255,12.3838888888889,42.3013592608696,18.6521739130435,85757,0,203.872106481481,2.33645833333333,454.406,18.5,13.69,24.66,16.36,3015.82,633,0,76,2,10.97
"Aesculus","flava","Colored leaves",2015,255,12.3838888888889,42.3026349555556,16.7555555555556,85758,0,203.872106481481,2.33645833333333,454.406,18.5,13.69,24.66,16.36,3015.82,633,0,76,2,10.97
"Aesculus","flava","Colored leaves",2016,274,12.1919444444444,42.3023320588235,17.2058823529412,85751,0,155.114583333333,2.37604166666667,477.52,16.36,8.77,24.46,10.31,3325.73,784,0,51,2,15.69
"Aesculus","flava","Colored leaves",2016,274,12.1919444444444,42.3026795945946,16.6891891891892,85755,0,155.114583333333,2.37604166666667,477.52,16.36,8.77,24.46,10.31,3325.73,784,0,51,2,15.69
"Aesculus","flava","Colored leaves",2016,274,12.1919444444444,42.3025272650602,16.9156626506024,85756,0,155.114583333333,2.37604166666667,477.52,16.36,8.77,24.46,10.31,3325.73,784,0,51,2,15.69
"Aesculus","flava","Colored leaves",2016,274,12.1919444444444,42.3026349555556,16.7555555555556,85758,0,155.114583333333,2.37604166666667,477.52,16.36,8.77,24.46,10.31,3325.73,784,0,51,2,15.69
"Aesculus","flava","Colored leaves",2017,256,-2.7775,42.3023320588235,17.2058823529412,85751,0,202.763888888889,5.06770833333333,580.39,20.47,15.65,25.28,17.24,2411.73,949,0,50,2,9.63
"Aesculus","flava","Colored leaves",2017,224,-2.7775,42.3026795945946,16.6891891891892,85755,0,180.822916666667,2.00104166666667,580.39,20.47,15.65,25.28,17.24,2411.73,949,0,50,2,9.63
"Aesculus","flava","Colored leaves",2017,256,-2.7775,42.3025272650602,16.9156626506024,85756,0,202.763888888889,5.06770833333333,580.39,20.47,15.65,25.28,17.24,2411.73,949,0,50,2,9.63
"Aesculus","flava","Colored leaves",2017,256,-2.7775,42.3013592608696,18.6521739130435,85757,0,202.763888888889,5.06770833333333,580.39,20.47,15.65,25.28,17.24,2411.73,949,0,50,2,9.63
"Aesculus","flava","Colored leaves",2017,256,-2.7775,42.3026349555556,16.7555555555556,85758,0,202.763888888889,2.39791666666667,580.39,20.47,15.65,25.28,17.24,2411.73,949,0,50,2,9.63
"Aesculus","flava","flowers",2016,110,13.5361111111111,42.3023320588235,17.2058823529412,85751,0,193.0625,3.87916666666667,278.638,18.91,13.96,26.92,9.65,396.1,751,0,51,2,12.96
"Aesculus","flava","flowers",2016,113,13.5361111111111,42.3026795945946,16.6891891891892,85755,0,209.180555555556,3.87916666666667,278.638,18.91,13.96,26.92,9.65,396.1,751,0,51,2,12.96
"Aesculus","flava","flowers",2016,110,13.5361111111111,42.3025272650602,16.9156626506024,85756,0,193.0625,3.87916666666667,278.638,18.91,13.96,26.92,9.65,396.1,751,0,51,2,12.96
